17139,608000
101014,280400
101034,280400
101043,310100
101054,280400
101110,541000
101111,280100
101112,280100
101113,395100
101114,283100
101117,395100
101118,280100
101119,280100
101120,330100
101121,330100
101122,360001
101123,350100
101124,330100
101125,380100
101126,350100
101128,370101
101130,370101
101131,370101
101134,360001
101135,375300
101138,390100
101139,390100
101140,340100
101141,340100
101145,280100
101150,280100
101151,280100
101152,280100
101153,280100
101154,280100
101155,280100
101156,280100
101157,280100
101158,280100
101159,280100
101160,280100
101161,280100
101162,280100
101163,280100
101164,280100
101165,280100
101166,280100
101177,280100
101193,631300
101217,280100
101218,280100
101219,280100
101221,280100
101222,280100
101224,280100
101226,283100
101227,430100
101231,280100
101232,280100
101233,405501
101234,280100
101236,283100
101237,420210
101238,280100
101239,280100
101240,405501
101241,280100
101242,280100
101243,280100
101246,283100
101247,405507
101248,405503
101249,405508
101250,405506
101251,280100
101252,280100
101253,405507
101254,280100
101256,283100
101257,450100
101258,405505
101259,405504
101261,280100
101262,280100
101266,283100
101267,405503
101277,460122
101278,460122
101279,460122
101280,405505
101281,405507
101284,280100
101286,280100
101287,280100
101288,280100
101289,280100
101291,280100
101292,280100
101293,280100
101294,280100
101295,460122
101296,460122
101297,440100
101298,440100
101299,440100
101311,280100
101312,280100
101322,360001
101323,283100
101324,283100
101325,541000
101328,380801
101329,380801
101331,380801
101332,390100
101333,283100
101335,280100
101337,380801
101338,280100
101341,527502
101348,280100
101349,390100
101351,527502
101352,330100
101362,280100
101364,280100
101365,280100
101366,280100
101367,280100
101370,280100
101372,280100
101379,280100
101380,280100
101413,340100
101418,340100
101424,280400
101431,550501
101432,552000
101436,552500
101437,552515
101441,643001
101443,302401
101452,280400
101457,318300
101461,318600
101462,318600
101464,318600
101476,405501
101491,280100
101492,542000
101494,542000
101495,280100
101498,280100
101499,280100
101500,280100
101522,635100
101524,280400
101548,312100
101575,550501
101576,260100
101601,360001
101611,600100
101612,600100
101616,301000
101621,248100
101622,211122
101623,248100
101625,248100
101629,248100
101641,213664
101642,213664
101643,213664
101651,543000
101652,543000
101653,543000
101654,542000
101655,543000
101666,405503
101669,501001
101670,424601
101996,285000
101997,285000
102101,280400
102102,280400
102103,280400
102105,280400
102107,280400
102110,280400
102130,280400
102142,280400
102151,280400
102152,280400
102158,280400
102160,280400
102170,280400
102180,280400
102190,280400
102209,280400
102210,280400
102211,280400
102219,280400
102220,280400
102221,280400
102229,280400
102230,280400
102239,280400
102240,280400
102245,280400
102249,280400
102260,280400
102269,280400
102280,280400
102289,280400
102290,280400
102297,285000
102298,285000
102299,280400
102301,280400
102302,280400
102303,280400
102305,280400
102307,280400
102310,280400
102330,280400
102342,280400
102351,280400
102352,280400
102358,280400
102360,280400
102370,280400
102380,280400
102390,280400
102888,280400
102889,280400
102891,280400
102892,280400
102893,280400
102894,280400
102895,280400
102897,280400
102898,280400
103270,280100
104131,280300
104132,280300
104141,283100
104142,283100
104145,283100
104161,283100
104171,283100
104172,283100
104180,283100
104181,283100
104182,283100
104184,283100
104185,283100
104188,283100
104190,283100
104194,285000
104231,280100
104241,283100
104256,284000
104258,280400
104261,280400
104264,280400
104421,615000
222000,280400
222001,280400
222002,280200
222003,280400
222004,280400
222005,280400
222006,280400
222008,280400
222009,280400
222011,200100
222012,201100
222016,200400
222020,200100
222027,280400
222050,200200
222061,200300
222131,200400
222171,201200
222201,210100
222203,210100
222204,201300
222205,210100
222211,258000
222213,250100
222231,230110
222241,264000
222242,213100
222243,264000
222244,264000
222251,263000
222252,263000
222261,213010
222262,213010
222264,213500
222266,213500
222267,213010
222280,260101
222281,260101
222282,260103
222283,260100
222284,260107
222285,260102
222286,260108
222287,260104
222288,260105
222289,260100
222290,260100
222291,213650
222292,260101
222296,260101
222297,260105
222300,260101
222301,211000
222311,213400
222312,213410
222313,213430
222331,213630
222351,213420
222361,621100
222371,213430
222381,213620
222401,213440
222441,213010
222442,213010
222443,213430
222444,213010
222481,213200
222511,600100
222512,617000
222541,200700
222601,213610
222602,213664
222603,213340
222605,213663
222606,213300
223041,200800
223091,258000
223116,224410
223151,505000
223181,200900
223182,200900
223211,501001
223240,640101
223571,258000
223711,230510
223721,234001
223722,234801
223724,234901
223901,620100
223992,501002
223999,250100
224000,280400
224001,280400
224004,280400
224006,280400
224009,280400
224011,640101
224012,640501
224013,641501
224017,640101
224018,641901
224027,280400
224131,521100
224171,643001
224173,643001
224321,541000
224322,541000
224323,541000
224349,390100
224381,542000
224423,264000
224451,506503
224481,543000
224482,543000
224561,258000
225201,280400
225209,280400
225210,280400
230010,280400
230011,280400
230012,280200
230013,280400
230014,280400
230016,280400
230017,280300
230019,280400
230020,280400
230021,280400
230024,280400
230027,280400
230029,280400
231001,501001
231002,501001
231003,501001
231021,520100
231022,520100
231032,609000
231125,527502
231126,527502
231127,527500
231135,313500
231162,395100
231172,395100
231182,395100
231192,395100
231265,600100
231301,506500
231352,313500
231401,631400
231501,301000
231502,330100
231504,350100
231505,380400
231900,501001
231991,501001
231999,280400
232011,300100
232013,300100
232015,312100
232021,300100
232031,300100
232041,310100
232042,310100
232043,310100
